iter	Accuracy	MultiClass
885	0.9988559989	0.09412747703
886	0.9988559989	0.09400381555
887	0.9988559989	0.09381359202
888	0.9988559989	0.09372525022
889	0.9988559989	0.0935751969
890	0.998998999	0.09337810504
891	0.998998999	0.09328431291
892	0.9991419991	0.09321550153
893	0.9991419991	0.09308342748
894	0.9991419991	0.09288921288
895	0.9991419991	0.09276056908
896	0.9991419991	0.09260536621
897	0.9991419991	0.0924610689
898	0.9991419991	0.09218839596
899	0.9991419991	0.09208128522
900	0.9991419991	0.09187797356
901	0.9991419991	0.09176164432
902	0.9991419991	0.09143162435
903	0.9991419991	0.09131405866
904	0.9991419991	0.09117456843
905	0.9991419991	0.09097388059
906	0.9991419991	0.09083772344
907	0.9991419991	0.09068604456
908	0.9991419991	0.090474272
909	0.9991419991	0.09035133268
910	0.9991419991	0.09020463227
911	0.9991419991	0.09004693265
912	0.9991419991	0.08998208375
913	0.9991419991	0.08978607543
914	0.9991419991	0.08965533509
915	0.9991419991	0.08946466791
916	0.9991419991	0.08942625433
917	0.9991419991	0.08930998584
918	0.9991419991	0.08917896003
919	0.9991419991	0.08907369887
920	0.9991419991	0.08897779574
921	0.9991419991	0.08878926489
922	0.9991419991	0.08871979469
923	0.9991419991	0.08856315583
924	0.9991419991	0.08850203437
925	0.9991419991	0.08830039577
926	0.9991419991	0.08809645642
927	0.9991419991	0.08800279931
928	0.9991419991	0.0878445488
929	0.9991419991	0.08769278791
930	0.9991419991	0.08757467575
931	0.9991419991	0.08747375333
932	0.9991419991	0.08737833421
933	0.9991419991	0.08726549339
934	0.9991419991	0.08715650173
935	0.9991419991	0.08708675752
936	0.9991419991	0.08696607749
937	0.9991419991	0.08687921864
938	0.9991419991	0.08680924218
939	0.9991419991	0.08667438068
940	0.9991419991	0.08655156805
941	0.9991419991	0.08644378204
942	0.9991419991	0.08639258591
943	0.9991419991	0.08626400854
944	0.9991419991	0.08621681485
945	0.9991419991	0.08610763527
946	0.9991419991	0.08600878892
947	0.9991419991	0.08573598815
948	0.9991419991	0.08562261949
949	0.9991419991	0.08550558177
950	0.9991419991	0.08532764122
951	0.9991419991	0.08515009563
952	0.9991419991	0.08501008894
953	0.9991419991	0.08494719095
954	0.9991419991	0.08480846989
955	0.9991419991	0.08475807928
956	0.9991419991	0.08457333543
957	0.9991419991	0.08439385951
958	0.9991419991	0.08431223886
959	0.9991419991	0.08423483656
960	0.9991419991	0.08407874199
961	0.9991419991	0.08397134694
962	0.9991419991	0.08387718442
963	0.9991419991	0.08381280048
964	0.9991419991	0.08373714827
965	0.9991419991	0.08370170432
966	0.9991419991	0.08360664729
967	0.9991419991	0.08350689395
968	0.9991419991	0.0834045692
969	0.9991419991	0.08337818516
970	0.9991419991	0.08325973749
971	0.9991419991	0.08313218424
972	0.9991419991	0.08308175429
973	0.9991419991	0.08292841355
974	0.9991419991	0.08273146975
975	0.9991419991	0.08253747115
976	0.9991419991	0.08247445191
977	0.9991419991	0.08237590474
978	0.9991419991	0.08221611914
979	0.9991419991	0.08212272411
980	0.9991419991	0.08204331067
981	0.9991419991	0.08198173096
982	0.9991419991	0.08189398733
983	0.9991419991	0.08185107088
984	0.9991419991	0.08163273583
985	0.9991419991	0.08156186281
986	0.9991419991	0.081435201
987	0.9991419991	0.08137192216
988	0.9991419991	0.08119944161
989	0.9991419991	0.08107474303
990	0.9991419991	0.08102718822
991	0.9991419991	0.08091430042
992	0.9991419991	0.08082634404
993	0.9992849993	0.08066809102
994	0.9992849993	0.08060298144
995	0.9992849993	0.08050063754
996	0.9991419991	0.08034193079
997	0.9991419991	0.08021645768
998	0.9991419991	0.08011277802
999	0.9991419991	0.08001169079
